gene_name,logFC,logCPM,PValue,FDR,Condition
ENSG00000124098,-1.20512579286372,8.09817533541151,0.00369651581922555,0.146661259245229,CMS PostHem Vs. Control
ENSG00000118689,-0.984812026773425,8.44373789768744,0.00372977478524167,0.146661259245229,CMS PostHem Vs. Control
ENSG00000130830,-1.02037743418518,8.62754861273066,0.00373103671015052,0.146661259245229,CMS PostHem Vs. Control
ENSG00000166947,-1.22487678760138,6.97207671163049,0.00376417294814258,0.146661259245229,CMS PostHem Vs. Control
ENSG00000013306,-0.981694625487753,10.5672929810699,0.00379877961329766,0.146661259245229,CMS PostHem Vs. Control
ENSG00000136819,-1.11609270476307,8.03386820173172,0.00390415824310287,0.146661259245229,CMS PostHem Vs. Control
ENSG00000130227,-0.637895417663881,6.5847762406881,0.00396260209138999,0.146661259245229,CMS PostHem Vs. Control
ENSG00000128487,-0.81258691488546,7.76265634921776,0.00400844144635122,0.146661259245229,CMS PostHem Vs. Control
ENSG00000183508,-1.2749024242045,10.8023798092726,0.0040618400588894,0.146661259245229,CMS PostHem Vs. Control
ENSG00000057757,-1.16143041658809,7.28037020167806,0.0041663146104318,0.146661259245229,CMS PostHem Vs. Control
ENSG00000179262,-0.787054431004178,6.46605537744485,0.0041768479895288,0.146661259245229,CMS PostHem Vs. Control
ENSG00000079308,-1.18658113690963,8.40497592726479,0.00466576947861461,0.161228256427682,CMS PostHem Vs. Control
ENSG00000063854,-0.785137312830043,6.72324525613367,0.00498457692000977,0.162491142049205,CMS PostHem Vs. Control
ENSG00000143321,-0.792135009505495,7.5869419609127,0.00498904979607341,0.162491142049205,CMS PostHem Vs. Control
ENSG00000047597,-1.4448508096484,5.87258267473031,0.00502498311894646,0.162491142049205,CMS PostHem Vs. Control
ENSG00000140564,-0.626947344698783,7.43522024255622,0.00506960895232226,0.162491142049205,CMS PostHem Vs. Control
ENSG00000186591,-0.817685970884421,7.51444759850944,0.00507551569101789,0.162491142049205,CMS PostHem Vs. Control
ENSG00000118816,-0.527668014144404,8.06566085510938,0.00532625633366013,0.164168368229242,CMS PostHem Vs. Control
ENSG00000158856,-0.964006067975429,8.46081310449724,0.00537898436432172,0.164168368229242,CMS PostHem Vs. Control
ENSG00000206172,-1.01179049937785,16.073198107628,0.00539583596406969,0.164168368229242,CMS PostHem Vs. Control
ENSG00000132471,-0.715525686100361,7.13736389851415,0.00549942227989315,0.164168368229242,CMS PostHem Vs. Control
ENSG00000138867,-0.762111938812144,8.40622576313815,0.00560351556499299,0.164168368229242,CMS PostHem Vs. Control
ENSG00000104805,-0.578129857907633,6.77810662198061,0.00569585617172258,0.164168368229242,CMS PostHem Vs. Control
ENSG00000034713,-0.697377041000706,6.51339273660037,0.0058672255152869,0.164168368229242,CMS PostHem Vs. Control
ENSG00000145335,-1.05932428574653,9.60540007481127,0.0059507852206351,0.164168368229242,CMS PostHem Vs. Control
ENSG00000165406,-0.984024705144915,9.52856069389682,0.00599496386450423,0.164168368229242,CMS PostHem Vs. Control
ENSG00000156515,-0.835824943673777,7.35029870442995,0.00601303101585194,0.164168368229242,CMS PostHem Vs. Control
ENSG00000114166,-0.801637555289457,7.41389869098444,0.00602878557164203,0.164168368229242,CMS PostHem Vs. Control
ENSG00000113558,-0.440112130098812,7.10414875087734,0.006032829333183,0.164168368229242,CMS PostHem Vs. Control
ENSG00000076770,-1.06100816687374,8.34898103123249,0.00614536145321596,0.164357883901613,CMS PostHem Vs. Control
ENSG00000162722,-1.24802380462517,8.40265736551571,0.00619078846115401,0.164357883901613,CMS PostHem Vs. Control
ENSG00000282885,-0.829242405143485,6.441773762579,0.00647516802247976,0.169836635963114,CMS PostHem Vs. Control
ENSG00000066926,-1.34933333677677,7.68440454144882,0.00678516697961842,0.172490172786351,CMS PostHem Vs. Control
ENSG00000103342,-0.810089277141603,8.56973703118084,0.00681184890084929,0.172490172786351,CMS PostHem Vs. Control
ENSG00000133193,-0.811489697629147,7.05479838210645,0.00683712097034054,0.172490172786351,CMS PostHem Vs. Control
ENSG00000167671,-0.792146072991732,8.5606250715911,0.00689326827396076,0.172490172786351,CMS PostHem Vs. Control
ENSG00000140264,-0.580833855055823,8.09120138317897,0.00727009501055445,0.179051279328066,CMS PostHem Vs. Control
ENSG00000233276,-0.85055713814308,8.1449378808323,0.00739138499378713,0.179051279328066,CMS PostHem Vs. Control
ENSG00000029534,-1.1386524044896,7.67079598214536,0.00740221182339271,0.179051279328066,CMS PostHem Vs. Control
ENSG00000204463,-0.608705992743698,7.40502829485445,0.00775506345644555,0.18552497961189,CMS PostHem Vs. Control
ENSG00000148175,-0.726113632876633,7.03976134269781,0.00799140157447784,0.189100882909111,CMS PostHem Vs. Control
ENSG00000223609,-1.64417104376668,6.81005702457474,0.00827907907682562,0.192194617347206,CMS PostHem Vs. Control
ENSG00000008952,-0.529416510583921,6.52692795854578,0.00829871108435341,0.192194617347206,CMS PostHem Vs. Control
ENSG00000129472,-0.884402248123365,6.15913745110069,0.00859582797564206,0.196980184241819,CMS PostHem Vs. Control
ENSG00000183597,-0.564546770227715,6.64858811981336,0.00896728267993352,0.198946344343329,CMS PostHem Vs. Control
ENSG00000105402,-0.616287410192061,6.39867936091516,0.00902219446154804,0.198946344343329,CMS PostHem Vs. Control
ENSG00000150867,-0.765314000108745,8.87302217717361,0.0091321208743813,0.198946344343329,CMS PostHem Vs. Control
ENSG00000104904,-0.580694273287908,10.0198365397709,0.00917917198780943,0.198946344343329,CMS PostHem Vs. Control
ENSG00000159023,-0.898052523442413,10.7500343269384,0.00919098057637103,0.198946344343329,CMS PostHem Vs. Control
ENSG00000034152,-0.790392287038271,7.45724498486166,0.00922994064247873,0.198946344343329,CMS PostHem Vs. Control
ENSG00000266412,-0.796610267766256,10.6389647873527,0.00974773906777623,0.208047332848518,CMS PostHem Vs. Control
ENSG00000137216,-0.826119617771317,6.50946582360306,0.0113753734169704,0.240429009016938,CMS PostHem Vs. Control
ENSG00000107262,-0.63296701696504,7.6203018004296,0.0117894177795427,0.245925442616498,CMS PostHem Vs. Control
ENSG00000112303,0.629498045174187,8.48521715218828,0.0118613557532073,0.245925442616498,CMS PostHem Vs. Control
ENSG00000117592,-0.625195683321054,7.17744369554142,0.0122682659475138,0.251962405356014,CMS PostHem Vs. Control
ENSG00000100614,-0.52209643505637,7.93174037934945,0.013029330021649,0.265092069692803,CMS PostHem Vs. Control
ENSG00000086232,-0.734494154789717,7.64581166059955,0.0132564090948832,0.2668441462904,CMS PostHem Vs. Control
ENSG00000060138,-0.826580722891078,9.01970894342831,0.0134595366672971,0.2668441462904,CMS PostHem Vs. Control
ENSG00000159346,-0.877080318072761,10.061914675634,0.0135503140935729,0.2668441462904,CMS PostHem Vs. Control
ENSG00000158195,-0.462254517920804,7.54581348339232,0.0136057419560103,0.2668441462904,CMS PostHem Vs. Control
ENSG00000060237,-0.679196906885091,9.03044031334802,0.0140305890006476,0.272719573700088,CMS PostHem Vs. Control
ENSG00000100325,-0.718512609897461,7.78365935498757,0.0148162143662872,0.285441581198295,CMS PostHem Vs. Control
ENSG00000104765,-0.928290308919441,9.8299678432975,0.015165777601495,0.289613138933813,CMS PostHem Vs. Control
ENSG00000136732,-0.730751087223839,9.28620989770863,0.0156037984802516,0.295386689491371,CMS PostHem Vs. Control
ENSG00000007968,-0.843079477453632,6.533353040726,0.0159645456384459,0.29961048150773,CMS PostHem Vs. Control
ENSG00000137193,-0.592693373056101,8.47774669940031,0.0161214353342615,0.299968929253737,CMS PostHem Vs. Control
ENSG00000166946,-0.469984739008339,7.19840171119292,0.0164710765293807,0.303877403427643,CMS PostHem Vs. Control
ENSG00000170315,-0.842922666155359,10.8012254371045,0.0171889730697782,0.314457095570648,CMS PostHem Vs. Control
ENSG00000082146,-0.900184675020981,8.98948686518698,0.0174708180531752,0.316633033802752,CMS PostHem Vs. Control
ENSG00000188536,-0.79598890328612,17.4043626623171,0.017598804359271,0.316633033802752,CMS PostHem Vs. Control
ENSG00000259207,-0.921528200751215,6.93491541434132,0.0197649895407144,0.349803393749319,CMS PostHem Vs. Control
ENSG00000158828,-0.599561517608167,7.09042045093876,0.0197791241144849,0.349803393749319,CMS PostHem Vs. Control
ENSG00000143761,-0.396328944180636,7.80677250128717,0.0199244927996856,0.349803393749319,CMS PostHem Vs. Control
ENSG00000115649,-0.57454311709295,6.58748580760007,0.0207396028357004,0.361200922986559,CMS PostHem Vs. Control
ENSG00000105856,0.275712646470901,6.96442730073,0.021416023073387,0.370021287545742,CMS PostHem Vs. Control
ENSG00000100225,-0.708136425301732,9.55028322519289,0.0217661090324002,0.373108813886105,CMS PostHem Vs. Control
ENSG00000087460,-0.450285791327225,8.3418073010733,0.0223259314829084,0.379715256549154,CMS PostHem Vs. Control
ENSG00000146007,-0.619040869967991,6.42921472065461,0.0231035065547725,0.38989406023054,CMS PostHem Vs. Control
ENSG00000213639,-0.330401673245131,7.32244187376432,0.0232954763220581,0.39010963040862,CMS PostHem Vs. Control
ENSG00000274012,-0.659539771207234,16.3705425608521,0.0238107216850594,0.395694206934155,CMS PostHem Vs. Control
ENSG00000141867,-0.505069947849583,6.21351450837537,0.0241552810850884,0.3970801187012,CMS PostHem Vs. Control
ENSG00000075413,-0.350757098782741,6.9561813989106,0.0242589140042534,0.3970801187012,CMS PostHem Vs. Control
ENSG00000205531,-0.29315318769327,6.59735858897106,0.0247057921975641,0.401376937418635,CMS PostHem Vs. Control
ENSG00000100380,-0.482987306973602,7.08638663919661,0.0252535554259724,0.407236964165495,CMS PostHem Vs. Control
ENSG00000197111,-0.40777767228406,7.13248048753542,0.0279072713331772,0.445139797338268,CMS PostHem Vs. Control
ENSG00000141469,-0.845197432100111,6.20956504379276,0.0280129316652929,0.445139797338268,CMS PostHem Vs. Control
ENSG00000148019,0.760508808633108,5.96961439892633,0.0290404778680233,0.458124060280338,CMS PostHem Vs. Control
ENSG00000276168,-0.711081364880325,14.955496201855,0.0299395272748559,0.463091393412393,CMS PostHem Vs. Control
ENSG00000136929,-0.880772190543441,6.90955872606868,0.029975956581829,0.463091393412393,CMS PostHem Vs. Control
ENSG00000142784,-0.368072685859875,6.38287840841237,0.0299935169826125,0.463091393412393,CMS PostHem Vs. Control
ENSG00000123240,-0.583826564879498,7.37779637728145,0.0311145253840214,0.47701635042968,CMS PostHem Vs. Control
ENSG00000203930,-0.722640383745715,7.17099491333973,0.0317020110431019,0.482624321963867,CMS PostHem Vs. Control
ENSG00000107798,-0.449874174625102,6.08175229691554,0.0331751956987619,0.499794216593026,CMS PostHem Vs. Control
ENSG00000221983,-0.464810401119409,8.97079622016162,0.033413792087443,0.499794216593026,CMS PostHem Vs. Control
ENSG00000066027,0.299450547492483,6.51426326751557,0.0335185831982461,0.499794216593026,CMS PostHem Vs. Control
ENSG00000121691,-0.478860255645844,7.29681272670378,0.0337913403743562,0.500433659829752,CMS PostHem Vs. Control
ENSG00000153250,0.197744242466066,6.74260496087092,0.034409642123226,0.50575380934357,CMS PostHem Vs. Control
ENSG00000161203,-0.450006841856547,7.37347164586792,0.0346152124906716,0.50575380934357,CMS PostHem Vs. Control
ENSG00000159461,-0.407034865661981,6.67153688545926,0.0353977436503863,0.512855830972783,CMS PostHem Vs. Control
ENSG00000186469,0.353135285185555,7.17946056805737,0.0355724531359165,0.512855830972783,CMS PostHem Vs. Control
ENSG00000008513,-0.258908831051266,7.17729698849478,0.0360795566368849,0.513727133569866,CMS PostHem Vs. Control
ENSG00000102580,0.246709067831967,6.52146942278001,0.0361048467782221,0.513727133569866,CMS PostHem Vs. Control
ENSG00000124491,-0.67245272998726,7.33194080242955,0.0373752436021046,0.528350034557024,CMS PostHem Vs. Control
ENSG00000135018,-0.242884515783862,6.68498349851669,0.0388332373757078,0.545419082367199,CMS PostHem Vs. Control
ENSG00000196547,-0.34300240250204,6.61983599415753,0.0404115491716482,0.558134521444224,CMS PostHem Vs. Control
ENSG00000113163,0.184057680927746,6.48024782853051,0.0404532035181649,0.558134521444224,CMS PostHem Vs. Control
ENSG00000017797,-0.377806184887848,7.00362565632824,0.0407209401846634,0.558134521444224,CMS PostHem Vs. Control
ENSG00000163736,-0.661467074755606,6.99935515034153,0.0407640739134734,0.558134521444224,CMS PostHem Vs. Control
ENSG00000006125,-0.36275000207674,7.12493758698275,0.0416330194066484,0.563492337519719,CMS PostHem Vs. Control
ENSG00000099139,1.6623307421787,7.45506378813753,0.0416730667619085,0.563492337519719,CMS PostHem Vs. Control
ENSG00000087086,-0.365960560080524,10.3999526027034,0.0425369409954379,0.571622966339928,CMS PostHem Vs. Control
ENSG00000121104,-0.515512536396708,6.61190822495233,0.0432889205129138,0.578159386236892,CMS PostHem Vs. Control
ENSG00000196914,-0.615382337097325,7.53641990524923,0.0438433424589543,0.580937630610155,CMS PostHem Vs. Control
ENSG00000119321,0.197309678457287,6.80344181154027,0.0440306426507467,0.580937630610155,CMS PostHem Vs. Control
ENSG00000110955,-0.321828652652228,7.37267819030105,0.0449768461942105,0.588254980495783,CMS PostHem Vs. Control
ENSG00000115993,-0.605682132022874,7.5469175342558,0.045125669151491,0.588254980495783,CMS PostHem Vs. Control
ENSG00000035403,-0.276465736082893,7.52563021103718,0.0460520892718567,0.596758323481142,CMS PostHem Vs. Control
ENSG00000166046,-0.438560242435493,7.26426344472056,0.0520799962642184,0.669527647678641,CMS PostHem Vs. Control
ENSG00000173064,-0.325837095091257,7.0344739050423,0.0522828204434401,0.669527647678641,CMS PostHem Vs. Control
ENSG00000065978,-0.464582282004587,8.59397566227543,0.0530878229986752,0.675860764141029,CMS PostHem Vs. Control
ENSG00000101445,0.419363000994164,5.94490103858636,0.0566313402233655,0.712901409422678,CMS PostHem Vs. Control
ENSG00000204713,0.262790568110333,6.26433172236783,0.0569009522671922,0.712901409422678,CMS PostHem Vs. Control
ENSG00000100453,0.739624511509633,6.24245939126458,0.0569797176111833,0.712901409422678,CMS PostHem Vs. Control
ENSG00000124788,0.251245843895072,6.98908198636333,0.0581731505068111,0.722904126017106,CMS PostHem Vs. Control
ENSG00000151883,0.22008458189944,8.01848672921121,0.0584433285158524,0.722904126017106,CMS PostHem Vs. Control
ENSG00000153113,0.24445929837067,7.21604829319287,0.059869083209921,0.736355899141232,CMS PostHem Vs. Control
ENSG00000115677,-0.253614130585482,7.31627189553259,0.060382070426413,0.738493074821916,CMS PostHem Vs. Control
ENSG00000166783,-0.360259491230162,7.81249067464209,0.0623191037437974,0.755362617096723,CMS PostHem Vs. Control
ENSG00000119402,0.190352985866443,6.44657642013072,0.0630025110905452,0.755362617096723,CMS PostHem Vs. Control
ENSG00000165678,-0.282607451695711,6.68272421664163,0.0631236858395944,0.755362617096723,CMS PostHem Vs. Control
ENSG00000145495,-0.2240405541394,7.04246481623813,0.0631492863167678,0.755362617096723,CMS PostHem Vs. Control
ENSG00000170540,-0.284189948072487,6.7921127940542,0.064494665900579,0.767239823309073,CMS PostHem Vs. Control
ENSG00000173868,-0.517474765236368,7.95100730193355,0.0652906994484868,0.772488329887803,CMS PostHem Vs. Control
ENSG00000135250,0.19169182095559,6.54798348691669,0.0660331816686621,0.777049926987445,CMS PostHem Vs. Control
ENSG00000169564,-0.272714773557429,6.41349887662862,0.0684322550226042,0.800951716044136,CMS PostHem Vs. Control
ENSG00000135046,0.433233649981618,7.122242613457,0.0694591295555846,0.80862312856956,CMS PostHem Vs. Control
ENSG00000163349,-0.284128052430037,7.88268409393632,0.070099616995141,0.811738649991607,CMS PostHem Vs. Control
ENSG00000166439,0.157535823969358,7.00337012469831,0.0710037759137115,0.817858307746825,CMS PostHem Vs. Control
ENSG00000090238,-0.406411020945921,7.55912742832319,0.0715168560139371,0.817885189003209,CMS PostHem Vs. Control
ENSG00000145703,0.231877200165891,7.20876429947133,0.0717574970599968,0.817885189003209,CMS PostHem Vs. Control
ENSG00000147010,0.172600219424747,6.64943760551242,0.0726067492365321,0.823254651499637,CMS PostHem Vs. Control
ENSG00000134321,-1.45744088167103,5.90351979886337,0.0733563560295209,0.827444492623145,CMS PostHem Vs. Control
ENSG00000158470,0.331204629509279,6.42183064602496,0.0760857043702578,0.853807105227068,CMS PostHem Vs. Control
ENSG00000206341,-0.843906443293131,5.87736739590317,0.0767927842678309,0.857322519749065,CMS PostHem Vs. Control
ENSG00000145901,-0.265631023782676,7.45043438975295,0.0782100889845048,0.86869063122075,CMS PostHem Vs. Control
ENSG00000009307,-0.301926208284907,8.62781990273495,0.0793805625912308,0.871657443844872,CMS PostHem Vs. Control
ENSG00000155744,0.317118927743155,7.07204939600094,0.079591861075379,0.871657443844872,CMS PostHem Vs. Control
ENSG00000124172,-0.363486680166457,6.92374865603833,0.0798428249582065,0.871657443844872,CMS PostHem Vs. Control
ENSG00000239713,0.475328876358415,5.90970132640737,0.0802950273695005,0.871657443844872,CMS PostHem Vs. Control
ENSG00000173812,-0.256167411477963,6.65356236747982,0.0804791668409827,0.871657443844872,CMS PostHem Vs. Control
ENSG00000168497,-0.484317945691487,6.46416722968741,0.0810347221054696,0.873329653582215,CMS PostHem Vs. Control
ENSG00000010810,0.316559953616133,7.26570218915681,0.0814442437764985,0.873419303947967,CMS PostHem Vs. Control
ENSG00000165929,0.407602578529938,6.92470950711331,0.0820740230549867,0.875858569562284,CMS PostHem Vs. Control
ENSG00000112079,0.175235689543744,7.4596041274671,0.083661261138633,0.888441782920995,CMS PostHem Vs. Control
ENSG00000134352,-0.337147199404698,6.39167200652746,0.0842529577446735,0.890381985486185,CMS PostHem Vs. Control
ENSG00000051523,0.213990399811688,7.77016617865162,0.0858599199238866,0.901926755898023,CMS PostHem Vs. Control
ENSG00000136250,0.2394676214332,6.94091966679925,0.0861739849456999,0.901926755898023,CMS PostHem Vs. Control
ENSG00000116679,0.242704145680658,7.54493591178147,0.0876199619991974,0.912673001302644,CMS PostHem Vs. Control
ENSG00000174485,-0.272190536851015,7.26944387758374,0.0883077131540931,0.915456626364098,CMS PostHem Vs. Control
ENSG00000175899,0.93193035548839,5.43585114081201,0.0890459309392629,0.916487957646707,CMS PostHem Vs. Control
ENSG00000187116,0.428477758941337,6.10167108235558,0.0892491718057427,0.916487957646707,CMS PostHem Vs. Control
ENSG00000146457,0.171099286538807,6.49772403752946,0.0916007193083219,0.932023167117997,CMS PostHem Vs. Control
ENSG00000153561,-0.276253079446353,7.33246814395567,0.0919079047766009,0.932023167117997,CMS PostHem Vs. Control
ENSG00000164733,-0.381779209553923,8.38659714872134,0.0920463853607576,0.932023167117997,CMS PostHem Vs. Control
ENSG00000170571,0.274112525348108,7.32653758274638,0.0926749036742409,0.934042894901956,CMS PostHem Vs. Control
ENSG00000100226,-0.290736625398035,6.29083173816748,0.0949300396089795,0.95236265543202,CMS PostHem Vs. Control
ENSG00000072694,-0.522036302858081,6.65588607298142,0.0964929939150401,0.963602053913038,CMS PostHem Vs. Control
ENSG00000136754,0.180102165538609,6.51148224215079,0.0977348490874578,0.967993543098015,CMS PostHem Vs. Control
ENSG00000137959,-1.1966791571833,5.21993075991237,0.0978220392657618,0.967993543098015,CMS PostHem Vs. Control
ENSG00000154822,-0.200629625785809,6.93843333785065,0.098649921913169,0.970976268838946,CMS PostHem Vs. Control
ENSG00000121579,0.205035042196741,6.46903541714405,0.0990154945715416,0.970976268838946,CMS PostHem Vs. Control
ENSG00000157600,0.307201172807211,7.13401808586598,0.101847891755629,0.987830370220361,CMS PostHem Vs. Control
ENSG00000140455,0.171040894861875,6.79890644835991,0.10194595440757,0.987830370220361,CMS PostHem Vs. Control
ENSG00000245105,0.889049439672204,5.37953574656677,0.10305130590966,0.987830370220361,CMS PostHem Vs. Control
ENSG00000156738,0.482942843573359,5.58244407808069,0.103087848463363,0.987830370220361,CMS PostHem Vs. Control
ENSG00000026508,0.187565586743211,7.92033771525876,0.104645954343308,0.987830370220361,CMS PostHem Vs. Control
ENSG00000172531,0.203186067670358,6.81369916566625,0.10571761375365,0.987830370220361,CMS PostHem Vs. Control
ENSG00000179335,-0.171297321767864,6.76593201962607,0.106439067826458,0.987830370220361,CMS PostHem Vs. Control
ENSG00000134326,-0.949565598091172,4.41028379381433,0.108313427797969,0.987830370220361,CMS PostHem Vs. Control
ENSG00000090382,0.339160911975969,10.4869111546156,0.109749305353477,0.987830370220361,CMS PostHem Vs. Control
ENSG00000163466,0.218269958258589,8.14901533098836,0.109952963126424,0.987830370220361,CMS PostHem Vs. Control
ENSG00000138378,0.44341101669514,5.9061777680611,0.111479302937933,0.987830370220361,CMS PostHem Vs. Control
ENSG00000159322,0.250938629985912,6.36881955482424,0.111543118927569,0.987830370220361,CMS PostHem Vs. Control
ENSG00000162923,-0.327503602913041,7.81615338612484,0.112645084933084,0.987830370220361,CMS PostHem Vs. Control
ENSG00000196821,-0.205092570792068,6.4355309094396,0.112779375853587,0.987830370220361,CMS PostHem Vs. Control
ENSG00000108819,-0.218874724708031,6.83593192660844,0.115606374131317,0.987830370220361,CMS PostHem Vs. Control
ENSG00000189180,0.16618560712901,6.73477898930504,0.116822364593234,0.987830370220361,CMS PostHem Vs. Control
ENSG00000101162,-0.488183426911088,7.37012943637896,0.117869331347292,0.987830370220361,CMS PostHem Vs. Control
ENSG00000127946,0.371358743733368,5.82180140222855,0.117945685103535,0.987830370220361,CMS PostHem Vs. Control
ENSG00000136536,0.161573228884704,7.23412054682219,0.120031315223204,0.987830370220361,CMS PostHem Vs. Control
ENSG00000135679,0.206524598623167,6.90609661037574,0.120890815728384,0.987830370220361,CMS PostHem Vs. Control
ENSG00000033800,0.139936871723957,6.90730159060311,0.12155560824907,0.987830370220361,CMS PostHem Vs. Control
ENSG00000135821,-0.359864755197765,9.55651096057533,0.122070030107084,0.987830370220361,CMS PostHem Vs. Control
ENSG00000185477,0.36036882774375,6.9035808798671,0.122513310466614,0.987830370220361,CMS PostHem Vs. Control
ENSG00000081320,0.233835979462891,8.60098064799611,0.122951091307846,0.987830370220361,CMS PostHem Vs. Control
